entity name,remitter_volume,remitter_value,beneficiary_volume,beneficiary_value,avg_remitter_ticket,avg_beneficiary_ticket,total_volume,avg_ticket,bank_segment
shri shantappanna miraji urban coop bank,0.00203,3.410094015,0.00289,0.8180041,1679.8492684729063,283.046401384083,0.004920000000000001,981.4478349284947,Niche / Regional Bank
shri sharan veereshwar sahakari bank niya nalatwad,0.0,0.0,4e-05,0.0106505,,266.2625,4e-05,,Niche / Regional Bank
shri shiddeshwar co operative bank,0.00936,11.3778215,0.00855,9.349575292,1215.57922008547,1093.517578011696,0.017910000000000002,1154.5483990485832,Corporate Bank
shri shivayogi murughendra swami urban coop bank,0.00411,0.0906716,0.00223,0.6095457,22.06121654501217,273.3388789237668,0.00634,147.70004773438947,Niche / Regional Bank
shri shiveshwar nagari sahakari bank,0.00274,2.345708113,0.00409,2.1499628,856.0978514598542,525.6632762836185,0.006829999999999999,690.8805638717363,Niche / Regional Bank
shri shiveshwar nagari sahakari bank ltd basmath,1.2874700000000001,20.6165109,0.83676,25.527129000000002,16.01319712303976,30.507109565466806,2.12423,23.260153344253283,Universal Bank
shri siddeshwar cooperative bank ltd ranebennur,0.0,0.0,0.00118,0.8533505,,723.1783898305084,0.00118,,Niche / Regional Bank
shri swami samarth sahakari bank,7.93305,137.768472229,3.53869,134.638694641,17.36639403873668,38.04760932463709,11.47174,27.707001681686883,Universal Bank
shri veer pulikehi co operative bank,0.00024,0.109854264,0.0,0.0,457.7261,,0.00024,,Niche / Regional Bank
shri veershaiv coop bank ltd kolhapur,0.0,0.0,0.10434,53.46994271,,512.4587187080698,0.10434,,Niche / Regional Bank
shri veershaiv cooperative bank,58.67738,831.4419894,27.05369,694.45825579,14.169719053577376,25.66963160256512,85.73107,19.919675328071246,Universal Bank
shri vijay mahantesh co operative bank,0.0,0.0,0.00046,0.7229674,,1571.6682608695653,0.00046,,Niche / Regional Bank
shri vinayak sahakari bank,0.00033,0.5502714,0.0005,0.369946333,1667.489090909091,739.892666,0.00083,1203.6908784545453,Niche / Regional Bank
shri vyankatesh co op bank,0.0009,0.5742112,0.00154,0.6882213,638.0124444444446,446.8969480519481,0.00244,542.4546962481963,Niche / Regional Bank
shri warana sahakari bank,51.35769,658.65914788,23.06931,612.89859882,12.824937178443967,26.567703967738954,74.42699999999999,19.696320573091462,Universal Bank
shri yashwant sahakari bank maryadit kuditre,7.43355,98.753066146,4.04697,92.249354058,13.284778624748604,22.794672077628448,11.48052,18.039725351188526,Universal Bank
shrikrishna co operative bank,0.01029,11.3436463,0.03254,12.86445831,1102.395170068027,395.3429105716042,0.04283,748.8690403198157,Corporate Bank
shrikrishna cooperative bank ltd umrer,5.29737,112.765667422,3.29254,103.420536871,21.287104246446823,31.410563537876534,8.58991,26.34883389216168,Universal Bank
shrimant malojiraje sahakari bank ltd phaltan,0.00428,4.27194994,0.00805,5.071620898,998.1191448598131,630.0150183850932,0.01233,814.0670816224531,Niche / Regional Bank
shripatrao dada sahakari bak,0.00246,6.321662569,0.01031,5.821591385,2569.781532113821,564.6548385063045,0.01277,1567.2181853100628,Niche / Regional Bank
shriram urban coop bank,0.01038,6.705952763,0.04411,12.57895279,646.0455455684007,285.17235978236226,0.054490000000000004,465.6089526753815,Niche / Regional Bank
shriram urban cooperative bank,1.59362,23.95053527,0.68123,22.557064253,15.029012732018925,33.112259079899594,2.27485,24.07063590595926,Universal Bank
shubhlaxmi mahila coop,0.00146,0.6212626,0.00733,2.67076931,425.5223287671233,364.3614338335607,0.00879,394.941881300342,Niche / Regional Bank
siddaganga urban co operative bank,0.0,0.0,0.00311,2.3227777,,746.8738585209004,0.00311,,Niche / Regional Bank
siddheshwar sahakari bank ltd latur,0.0,0.0,0.00935,3.376456482,,361.11834032085557,0.00935,,Niche / Regional Bank
siddheshwar urban coop bank maryadit sillod,6.32838,159.791219227,6.30375,172.417995412,25.249940620980407,27.351655032639304,12.63213,26.300797826809855,Universal Bank
siddheshwar urban cooperative bank maryadit,0.00395,2.7230597,0.01605,7.401461,689.3822025316455,461.1502180685359,0.019999999999999997,575.2662103000907,Niche / Regional Bank
siddheswar sah,0.0,0.0,0.08984,43.96247583,,489.3418948130009,0.08984,,Niche / Regional Bank
sihor mercantile coopbank,0.00422,3.22447514,0.00858,2.263019958,764.09363507109,263.75523986013985,0.0128,513.9244374656149,Niche / Regional Bank
sihor nagarik sahakari,0.00241,2.286436187,0.00552,4.8392369,948.7287082987552,876.6733514492755,0.00793,912.7010298740154,Niche / Regional Bank
sikar kendriya sahakari bank,0.0,0.0,0.00436,2.996884593,,687.3588516055046,0.00436,,Niche / Regional Bank
sikkim state co operative,0.00736,2.8244195999999997,0.0212,12.4044243,383.7526630434782,585.114353773585,0.028560000000000002,484.43350840853157,Niche / Regional Bank
sindhudurg district central co op bank ltd sindhudurg,136.31168,1507.45200153,56.83036,1279.9715833999999,11.058861584935348,22.522672448318115,193.14204,16.79076701662673,Universal Bank
sindhudurg district central coop bank,0.0359,34.81806125,0.07524,31.79724163,969.8624303621169,422.6108669590643,0.11114,696.2366486605906,Universal Bank
sindhudurg sahakari bank ltd mumbai,0.01042,4.6106409,0.00933,4.18597,442.4799328214971,448.65702036441587,0.01975,445.5684765929565,Niche / Regional Bank
sir m vishweshwaraiah sahakar bank niyamitha,0.00104,2.4438578,0.00254,1.3381672,2349.863269230769,526.8374803149605,0.00358,1438.3503747728648,Niche / Regional Bank
sivagangai district central,12.03802,144.865214686,6.91137,157.217139315,12.03397358419408,22.74760855156069,18.94939,17.390791067877384,Universal Bank
slice small finance,1208.64969,13760.133029,616.16124,13470.175873,11.38471563998002,21.861446320446902,1824.81093,16.62308098021346,Universal Bank
smart payment solutions pvt,3.72166,33.162542475,0.04899,0.500344932,8.910685681926882,10.213205388854869,3.77065,9.561945535390876,Universal Bank
smriti nagrik sahakari bank maryadit,0.0,0.0,0.01908,11.59707682,,607.813250524109,0.01908,,Niche / Regional Bank
smriti nagrik sahakari bank maryadit mandsaur,50.96791,895.03487993,31.10297,814.22119156,17.560753029308046,26.178245728944855,82.07088,21.869499379126452,Universal Bank
societe generale,0.0,0.0,7e-05,0.207878,,2969.6857142857148,7e-05,,Niche / Regional Bank
solapur dcc,0.06079,57.11791581,0.05868,40.02333854,939.5939432472446,682.0609839809133,0.11946999999999999,810.827463614079,Universal Bank
solapur janata sahakari bank,0.15434,95.45754315,0.20892,131.8485412,618.4886818064015,631.095831897377,0.36326,624.7922568518893,Universal Bank
solapur siddheshwar sahakari bank,1.06752,14.1385405,0.55019,17.5599559,13.244286289718225,31.91616696050455,1.61771,22.580226625111386,Universal Bank
solapur social urban coop bk,0.0,0.0,0.0632,40.95664177,,648.0481292721518,0.0632,,Niche / Regional Bank
sonali bank plc,0.00074,0.4025007,0.00228,3.511686956,543.9198648648648,1540.2135771929825,0.00302,1042.0667210289237,Niche / Regional Bank
sonbhadra nagar sahkari bank,0.0,0.0,0.00091,0.8579818,,942.8371428571429,0.00091,,Niche / Regional Bank
sonebhadra nagar sahkari,3.8977,50.17633539,2.77567,49.064584643,12.873318980424353,17.67666352376183,6.67337,15.274991252093091,Universal Bank
soubhagya mahila souhardha sahakari bank niyamith,0.0,0.0,0.00029,0.2555174,,881.0944827586208,0.00029,,Niche / Regional Bank
south indian bank,3.4514,2600.435708,4.48894,3001.599216,753.443735295822,668.6654791554353,7.940340000000001,711.0546072256286,Universal Bank
spice money,21.22226,181.977405603,15.16104,120.6986444,8.574836308809711,7.96110586081166,36.3833,8.267971084810686,Universal Bank
sree charan souhardha coop bank,0.01983,26.42863393,0.03279,34.78827366,1332.760157841654,1060.9415571820678,0.05262,1196.8508575118608,Universal Bank
sree charan souhardha cooperative bank,7.79781,116.393993777,3.23374,100.875702457,14.926497795791382,31.19474739991465,11.03155,23.060622597853015,Universal Bank
sree harihareshwara urban cooperative bank,0.0,0.0,2e-05,0.0207235,,1036.175,2e-05,,Niche / Regional Bank
sree mahayogi lakshmamma coop,0.21122,39.50978633,0.10328999999999999,9.512990377,187.05513838651643,92.09981970181043,0.31450999999999996,139.57747904416343,Universal Bank
sree subramanyeswara co op bank,0.01171,9.82144945,0.01715,14.29877942,838.723266438941,833.7480711370264,0.028859999999999997,836.2356687879837,Niche / Regional Bank
sree thyagaraja cooperative bank,0.00964,20.14716612,0.02301,15.7599551,2089.954991701245,684.9176488483268,0.03265,1387.4363202747859,Corporate Bank
sree tukaram cooperative bank,0.00108,0.9448176,0.00158,1.0563353,874.8311111111111,668.5666455696203,0.00266,771.6988783403657,Niche / Regional Bank
sreenidhi souharda sahakari bank niyamitha,8.59751,169.518794288,3.98748,152.995158664,19.71719652410989,38.36888427377692,12.58499,29.043040398943404,Universal Bank
sri ambabhavani urban co op bank,0.0,0.0,0.00098,0.3837756,,391.6077551020408,0.00098,,Niche / Regional Bank
sri basaveshwar pattana sahakari bank niya sindgi,0.0,0.0,1e-05,0.0049,,489.99999999999994,1e-05,,Niche / Regional Bank
sri basaveshwar sahakar bank niyamita,0.0,0.0,0.00391,3.4643651,,886.0268797953964,0.00391,,Niche / Regional Bank
sri basaveshwara pattana sahakara bank niyamitha,0.0,0.0,5e-05,0.02765,,553.0,5e-05,,Niche / Regional Bank
sri bhagwathi cooperative urban,0.0,0.0,0.00546,1.6791503,,307.536684981685,0.00546,,Niche / Regional Bank
sri channabasavaswamy souharda sahakari bank niyam,0.0,0.0,0.00128,0.5743327,,448.697421875,0.00128,,Niche / Regional Bank
sri ganapathi urban co op bank,1.19987,25.562816457,0.7956799999999999,23.994432636,21.30465505179728,30.155882560828474,1.99555,25.73026880631288,Universal Bank
sri ganapathi urban co operative bank,0.0,0.0,0.00203,2.3123504,,1139.0888669950739,0.00203,,Niche / Regional Bank
sri ganesh co operative bank,0.00249,1.774325829,0.02055,26.7565733,712.5806542168674,1302.0230316301704,0.023039999999999998,1007.301842923519,Niche / Regional Bank
sri gokarnanath cooperative bank,1.7985,24.134810329,1.23223,35.868068786,13.4194108028913,29.10825802488172,3.03073,21.26383441388651,Universal Bank
sri kamalambika coop urban bank,0.0,0.0,4e-05,0.0202764,,506.90999999999997,4e-05,,Niche / Regional Bank
sri kannikaparameshwari co op bank,0.00383,3.281749765,0.0063,4.3181797,856.8537245430808,685.4253492063492,0.01013,771.1395368747151,Niche / Regional Bank
sri kanyakaparameshwari cooperative bank,0.00146,0.609646557,0.00724,3.5791473999999996,417.5661349315069,494.3573756906077,0.0087,455.9617553110573,Niche / Regional Bank
sri krishnarajendra coop bank,0.0,0.0,0.00014,0.2350832,,1679.1657142857143,0.00014,,Niche / Regional Bank
sri lakshmi mahila sahakara bank niyamitha,0.0,0.0,0.00047,0.2498713,,531.6410638297872,0.00047,,Niche / Regional Bank
sri lakshmi narayana coop urban bank,0.0,0.0,0.00087,0.1654248,,190.14344827586208,0.00087,,Niche / Regional Bank
sri lakshminarayana cooperative bank,0.0,0.0,0.00035,0.5319702,,1519.914857142857,0.00035,,Niche / Regional Bank
sri potti sri ramulu nellore dst co op central ban,0.0006,0.736319184,0.00177,1.063901,1227.19864,601.074011299435,0.00237,914.1363256497175,Niche / Regional Bank
sri rama,1.18102,17.31542889,0.86621,24.115557913,14.661418849807793,27.840313449394486,2.04723,21.25086614960114,Universal Bank
sri satya sai nagrik sahakari bank mydl,0.0009,0.6625146,0.0039,1.80469796,736.1273333333334,462.74306666666666,0.0048,599.4352,Niche / Regional Bank
sri seetharaghava souharda sahakara bank niyamitha,1.34706,32.059859137000004,1.01694,27.911333162000002,23.799874643297258,27.44639129348831,2.364,25.623132968392785,Universal Bank
sri siddarameshwara sahakara bank niyamitha,0.0,0.0,0.00063,0.4066601,,645.4922222222223,0.00063,,Niche / Regional Bank
sri sudha cooperative bank,6.94934,95.551791616,3.41837,119.620341376,13.749764958398927,34.993386139007775,10.36771,24.37157554870335,Universal Bank
sri vasavamba coop bank,10.251109999999999,199.957350064,7.46037,198.081602328,19.505921803980254,26.551176728231976,17.711479999999998,23.028549266106115,Universal Bank
sriramnagar pattana sahakara bank niyamith,0.0,0.0,9e-05,0.0774906,,861.0066666666667,9e-05,,Niche / Regional Bank
stambhadri coop urban bank,0.0,0.0,0.0001,0.1836934,,1836.934,0.0001,,Niche / Regional Bank
standard chartered,4382.3368,76004.65088,879.56135,49291.530498,17.343407033434765,56.04103738528302,5261.89815,36.69222220935889,Universal Bank
standard urban coop bank aurangabad,0.30723,2.6735024,0.05315,1.1649127,8.701957491130424,21.91745437441204,0.36038000000000003,15.30970593277123,Retail Bank
state bank of india,763763.18196,10859954.85767,314055.8532,7936867.78013,14.21900808284676,25.27215366075527,1077819.03516,19.745580871801014,Universal Bank
stcoop bank,0.0,0.0,0.02396,55.30066702,,2308.0411944908183,0.02396,,Niche / Regional Bank
sterling urban cooperative bank,23.32126,340.49397365,12.28193,395.09309376,14.60015340723443,32.16864888173113,35.60319,23.38440114448278,Universal Bank
suco souharda sahakari bank,210.49206,2957.66951976,118.09017,2697.53978496,14.051216562562978,22.843051076647615,328.58223,18.4471338196053,Universal Bank
sudha cooperative urban,7.83422,226.40000423,5.66856,240.35488187,28.898857094899046,42.40140033271236,13.502780000000001,35.65012871380571,Universal Bank
suleimani coop bank,0.01286,5.872658827,0.03718,13.26291262,456.66087301710735,356.7216949973104,0.05004,406.6912840072089,Niche / Regional Bank
sumitomo mitsuianking corporation,0.0,0.0,0.00367,9.203887034,,2507.8711264305175,0.00367,,Niche / Regional Bank
sundarlal savji coop,0.08913,47.05632802,0.10329,54.78449153,527.951621451812,530.3949223545357,0.19242,529.1732719031738,Universal Bank
sunderlal sawji urban coop bank ltd jintur,47.38778,885.77660538,28.15499,904.91850752,18.692089086680152,32.1406083795448,75.54277,25.41634873311248,Universal Bank
surat distcoop bank,0.26795,289.1380312,0.37104,274.3314384,1079.0745706288485,739.3581241914619,0.63899,909.2163474101552,Universal Bank
surat merccoop bank,0.14932,165.3007503,0.13308,128.5332754,1107.0235085721938,965.8346513375413,0.2824,1036.4290799548676,Universal Bank
surat national coop bank,0.29575,322.4936348,0.27115,200.415037,1090.426491293322,739.1297695002767,0.5669,914.7781303967993,Universal Bank
surat peoples coop bank,130.37604,3536.89800977,51.77416,2696.27975916,27.128435637176896,52.077711336311395,182.15019999999998,39.603073486744144,Universal Bank
surendranagar district coop bankltd,0.00334,7.890719029,0.01165,11.22094098,2362.490727245509,963.1708995708154,0.01499,1662.8308134081622,Niche / Regional Bank
suryoday small finance,1320.71294,11388.8128725,2835.05431,30200.3232977,8.623231080404196,10.652467288254524,4155.76725,9.63784918432936,Universal Bank
suvarna,0.0,0.0,0.00389,1.49408717,,384.0841053984576,0.00389,,Niche / Regional Bank
suvarnayug sahakari bank,94.45671999999999,1408.67705054,46.25348,1271.99598883,14.913465664909815,27.50054674437469,140.7102,21.207006204642255,Universal Bank
svc co operative bank,1.7038,894.7130042,2.17882,1192.328797,525.1279517549008,547.2360254633242,3.88262,536.1819886091125,Universal Bank
swarna bharathi sahakara bank niyamita,0.00655,2.546277749,0.00078,2.6313851,388.7446945038168,3373.570641025641,0.007330000000000001,1881.157667764729,Niche / Regional Bank
swatantrya senani ltkurundwad urban coop bank lt,0.00792,4.930673936,0.00877,3.9683545,622.5598404040404,452.4919612314709,0.01669,537.5259008177557,Niche / Regional Bank
tamil nadu grama,466.65573,6017.11292622,237.38932,6370.58476674,12.89411559613765,26.836020958061635,704.04505,19.865068277099642,Universal Bank
tamilnad mercantile,7805.59551,123583.893265,5750.71911,127191.0984441,15.832730905242617,22.11742497089203,13556.314620000001,18.975077938067322,Universal Bank
tamilnad mercantile bank,3.47745,2722.777125,3.24844,2519.06307,782.9809558728379,775.468554136755,6.72589,779.2247550047964,Universal Bank
tamilnadu state apex coop bk,0.06629,86.42621945,0.10992,134.0512785,1303.7595331120833,1219.5349208515283,0.17621,1261.647226981806,Universal Bank
tamlukghatal central cooperative bank,1.94311,36.562331925,0.59119,25.18931305,18.816398415426818,42.60781313959979,2.5343,30.712105777513305,Universal Bank
tarapur coop urban bank,0.00027,0.1804394,0.00017,0.217284,668.294074074074,1278.141176470588,0.00044,973.2176252723311,Niche / Regional Bank
tavaragera pattana souharda sahakarabankniyamitha,0.0,0.0,2e-05,0.0107696,,538.48,2e-05,,Niche / Regional Bank
teachers co operative bank,0.8961600000000001,22.142877848,0.35371,22.212480527,24.70862105873951,62.798565285120574,1.24987,43.75359317193004,Universal Bank
tehri garhwal zila sahkari bank,0.00366,6.82524345,0.01442,14.29604089,1864.8206147540984,991.4036678224688,0.01808,1428.1121412882835,Niche / Regional Bank
telangana grameena,4116.61977,60465.09209256,2077.50179,50102.1761248,14.688043946443953,24.11655015941045,6194.12156,19.402297052927203,Universal Bank
telangana state cooperative apex bank,262.78348,3857.9521872,120.71773,3580.5947465,14.681106236967407,29.660885327283737,383.50121,22.170995782125573,Universal Bank
tellicherry cooperative urban bank,0.0,0.0,0.00023,0.1452045,,631.3239130434782,0.00023,,Niche / Regional Bank
terna nagari sahakari bank ltd osmanabad,2e-05,0.001105,6e-05,0.0329793,55.25,549.6550000000001,8e-05,302.45250000000004,Niche / Regional Bank
textile coop bank,0.02068,20.15118747,0.02505,23.16438758,974.4287944874275,924.7260510978044,0.04573,949.577422792616,Universal Bank
textile traders,3.15017,42.17979534,1.28729,52.412021561,13.389688600932647,40.715007155341844,4.43746,27.052347878137248,Universal Bank
textile trders coop bank,0.04878,68.09558468,0.05025,41.92090487,1395.9734456744568,834.2468630845771,0.09903,1115.1101543795169,Universal Bank
thane bharat sahakari bank,240.69855,2871.01362984,90.00563,2266.8390345000003,11.927839323668545,25.185524888831957,330.70418,18.55668210625025,Universal Bank
thane janata sahakari,1823.8097,23356.576983,746.93864,17930.8900297,12.80647700415235,24.005840733718102,2570.74834,18.406158868935226,Universal Bank
thanjavur central coop bank,0.00418,6.269559429,0.00971,8.265604985,1499.8946002392345,851.2466513903192,0.01389,1175.5706258147768,Niche / Regional Bank
thanjavur district central,15.54768,148.320484301,7.55667,155.354271643,9.539718099484938,20.558562388327132,23.10435,15.049140243906034,Universal Bank
the abhinav sahakari bank,41.61135,528.02350839,18.54027,485.14642764,12.689410662956139,26.167171656076206,60.15162,19.42829115951617,Universal Bank
the accountant general office employees co op,0.00061,1.9522399,0.00087,2.2486192,3200.393278688525,2584.619770114942,0.00148,2892.5065244017333,Niche / Regional Bank
the accountant general office employees cooperativebank,0.32013,2.8254858,0.023719999999999998,1.2996050000000001,8.82605753912473,54.78941821247893,0.34385000000000004,31.807737875801827,Retail Bank
the adarsh cooperative urban bank,264.53336,4008.2921157,124.26779,3371.05446207,15.152312417987659,27.12733896748305,388.80115,21.139825692735354,Universal Bank
the adarsha pattana souhardha sahakari,0.0,0.0,3e-05,0.0102962,,343.20666666666665,3e-05,,Niche / Regional Bank
the adilabad district co operative centralbank,0.00075,1.1850687,0.00071,1.2277931,1580.0916,1729.2860563380282,0.00146,1654.688828169014,Niche / Regional Bank
the adilabad district coop central bank,32.8663,597.24983569,16.13031,502.63957646999995,18.172104425810023,31.161185152052248,48.996610000000004,24.666644788931137,Universal Bank
the agrasen cooperative urban bank,11.73183,286.41305254,9.50674,439.12024288,24.41333129955003,46.19041257886509,21.238570000000003,35.30187193920756,Universal Bank
the agrasen nagari sahakari bank,2.30872,66.676216576,1.73084,54.84795758,28.880165882393708,31.688635333133046,4.03956,30.284400607763377,Universal Bank
the agrasen nagari sahakari bank ltd akola,0.0,0.0,0.00825,5.47647009,,663.8145563636364,0.00825,,Niche / Regional Bank
the ahmednagar district central coop bank,117.08816999999999,1806.12039369,31.61349,1169.35658256,15.425302092346307,36.98916451679331,148.70166,26.207233304569808,Universal Bank
the ajara urban coop bank ltd ajara,0.02959,25.38868123,0.04504,21.14046455,858.0155873605947,469.37088254884554,0.07463,663.6932349547201,Universal Bank
the akki alur urban cooperative bank,0.0,0.0,4e-05,0.0135662,,339.155,4e-05,,Niche / Regional Bank
the akola district central coop bank ltd akola,0.0,0.0,0.1255,65.05259064,,518.3473357768925,0.1255,,Niche / Regional Bank
the akola district central coopbank,654.32558,7196.49510453,217.31862,4686.24480113,10.998339854801337,21.56393594405302,871.6442,16.28113789942718,Universal Bank
the akola janata commercial cooperative bank,25.01912,448.87244612,14.73513,627.01873155,17.941176433063994,42.552643346207326,39.75425,30.24690988963566,Universal Bank
the akola janta comm coop,0.35271,176.8730551,0.37093,184.4772862,501.46878483740176,497.3371962364867,0.7236400000000001,499.40299053694423,Universal Bank
the alleppey urban cooperative bank,0.0,0.0,0.00016,0.0360161,,225.100625,0.00016,,Niche / Regional Bank
the alnavar urban cooperative bank,0.00915,4.740455321,0.00745,2.2119801449999996,518.0825487431694,296.9100865771812,0.0166,407.49631766017524,Niche / Regional Bank
the alwar central cooperative bank,0.00631,11.664509498,0.01294,13.044412959999999,1848.5751977812995,1008.0690077279752,0.01925,1428.3221027546374,Corporate Bank
the amalner coop urban bank,0.0024,1.797594669,0.00218,0.783259557,748.9977787500001,359.29337477064223,0.00458,554.1455767603211,Niche / Regional Bank
the ambala central cooperative bank,0.00678,9.126070432999999,0.01114,15.317469997,1346.0280874631267,1374.9973067324954,0.01792,1360.512697097811,Niche / Regional Bank
the ambika mahila sahakari bank,0.0027,3.0242427,0.00719,2.521002156,1120.0898888888887,350.62616912378303,0.00989,735.3580290063359,Niche / Regional Bank
the ambika mahila sahakari bank ltd ahmednagar,1.98615,36.450376602,1.11529,39.563731382,18.35227782493769,35.47394075262937,3.10144,26.91310928878353,Universal Bank
the amod nagrik coop bank,0.00019,0.0721643,0.00073,0.4653994,379.8121052631579,637.5334246575343,0.00092,508.67276496034606,Niche / Regional Bank
the amravati zilla parishad shikshak sahakari,5.55332,110.88533436,1.2194500000000001,67.408643036,19.967395064573985,55.27790646274959,6.77277,37.62265076366179,Universal Bank
the amritsar central coop bank,0.00462,9.405225548,0.00559,5.591829106,2035.7631056277057,1000.3272103756707,0.01021,1518.0451580016882,Niche / Regional Bank
the anantapur district co operative central bank l,0.00063,0.656350194,0.00047,0.5351776,1041.8257047619047,1138.6757446808513,0.0011,1090.250724721378,Niche / Regional Bank
the anantnag central cooperative bank,0.00011,0.4755807,0.0006399999999999999,0.775513231,4323.460909090909,1211.7394234375001,0.0007499999999999999,2767.6001662642047,Niche / Regional Bank
the andhra pradesh state cooperative bank,585.67634,6365.21500094,238.48127,4336.90199181,10.868144342214679,18.185503590323886,824.15761,14.526823966269284,Universal Bank
the andhra pragathi grameena bank,0.04046,92.99693557,0.04448,55.10892597,2298.4907456747405,1238.9596665917268,0.08494,1768.7252061332338,Universal Bank
the angul united central co operative bank,0.00077,1.179847133,0.00123,1.6620247,1532.2690038961039,1351.239593495935,0.002,1441.7542986960193,Niche / Regional Bank
the annasaheb savant coop urban bank mahad,6.796,110.50735445800001,4.60049,124.741024514,16.260646624190702,27.114725717043186,11.39649,21.687686170616942,Universal Bank
the ap mahesh coop urban,0.22963,151.3009703,0.26781,250.3207212,658.8902595479684,934.695198834995,0.49744,796.7927291914817,Universal Bank
the ap mahesh cooperative urban bank,90.12791,1463.34663734,52.944179999999996,2204.4546058,16.236331646212587,41.6373358846997,143.07209,28.936833765456143,Universal Bank
the ap rajarajeswari mahila co op urban bank,0.76983,17.841414561,0.35541,16.563093043000002,23.175784992790618,46.602777195351855,1.12524,34.88928109407124,Universal Bank
the arsikere urban,0.0,0.0,5e-05,0.047357,,947.14,5e-05,,Niche / Regional Bank
the aryapuram co operative urban bank,0.0,0.0,0.00041,0.829392422,,2022.9083463414634,0.00041,,Niche / Regional Bank
the ashta peoples coop bank,0.00891,10.6395117,0.02598,12.19866376,1194.1090572390574,469.54056043110086,0.03489,831.8248088350791,Niche / Regional Bank
the ashta peoples coop bank ltd ashta,11.4825,192.042008361,5.06884,151.184119735,16.724755790202483,29.826177140134625,16.55134,23.275466465168556,Universal Bank
the aska co operative central,0.00015,0.49687786,0.00047,0.4768202,3312.519066666667,1014.5110638297873,0.00062,2163.515065248227,Niche / Regional Bank
the assam coop apex bank,0.02132,21.05907586,0.04402,34.35128249,987.7615318949344,780.3562582916857,0.06534,884.05889509331,Universal Bank
the azad co operative bank,0.0,0.0,0.00213,2.027456725,,951.8576173708921,0.00213,,Niche / Regional Bank
the azad coop bank ltd gadag,0.15215,1.7900872,0.10714,2.3052981,11.765279000985869,21.516689378383422,0.25929,16.640984189684644,Retail Bank
the babasaheb deshmukh sahakari bank,6.81084,149.01682517,5.06726,140.944738467,21.87936072055723,27.814783229398138,11.8781,24.847071974977684,Universal Bank
the badagara coop urban,0.0,0.0,0.00155,0.328804,,212.1316129032258,0.00155,,Niche / Regional Bank
the bagalkot cooperative bank,0.0,0.0,2e-05,0.00553,,276.5,2e-05,,Niche / Regional Bank
the bagalkot district central co operative bank lt,0.01136,20.83145677,0.01016,11.17884013,1833.7549973591547,1100.2795403543305,0.02152,1467.0172688567427,Corporate Bank
the baghat urban coop bank,0.02224,16.571135905,0.044660000000000005,15.526240376,745.1050316996402,347.654285176892,0.0669,546.3796584382661,Universal Bank
the bailhongal urban cooperative bank,0.00044,1.1484783,0.00537,3.6279882,2610.1779545454547,675.6030167597766,0.00581,1642.8904856526156,Niche / Regional Bank
the balasore bhadrak central coop bank,0.00315,3.701153423,0.00332,1.663826,1174.9693406349206,501.1524096385542,0.00647,838.0608751367374,Niche / Regional Bank
the balasore co op urban bank,0.00075,0.7337838,0.00069,0.616247837,978.3783999999999,893.1128072463769,0.0014399999999999999,935.7456036231883,Niche / Regional Bank
the balotra urban co op bank,0.0,0.0,0.03818,22.46470006,,588.3892105814563,0.03818,,Niche / Regional Bank
the balusseri coop urban,0.0,0.0,0.00038,0.2226966,,586.0436842105263,0.00038,,Niche / Regional Bank
the balusseri cooperative urban bank ltd noll,0.16935,2.889678,0.09315000000000001,2.0169395,17.063348095659876,21.652597960279117,0.2625,19.357973027969496,Retail Bank
the banaskantha district central coop bank,1114.0803799999999,14494.1192427,310.80473,7440.30814406,13.009940308526035,23.938851072375893,1424.88511,18.474395690450965,Universal Bank
the banaskantha mercantile cooperative bank,62.61952,1016.36249695,27.51518,957.22201639,16.23076154128936,34.78886986710609,90.13470000000001,25.509815704197724,Universal Bank
the bangalore city,10.42558,188.891580904,5.23103,207.900376341,18.11808848083272,39.74367884355471,15.65661,28.930883662193715,Universal Bank
the bangalore city coop bank,0.02533,48.2450342,0.03789,50.32148794,1904.6598578760363,1328.09416574294,0.06322,1616.377011809488,Universal Bank
the bankura town cooperative bank,0.00012,0.287844442,0.00012,0.1332797,2398.703683333333,1110.6641666666667,0.00024,1754.6839249999998,Niche / Regional Bank
the bapuji co operative bank,0.02326,30.74892681,0.03361,28.20278305,1321.9658989681857,839.118805415055,0.056870000000000004,1080.5423521916205,Universal Bank
the bapunagar mahila coop bank,0.00469,5.95049425,0.00934,3.90506296,1268.7621002132198,418.1009593147752,0.014029999999999999,843.4315297639976,Niche / Regional Bank
the baramati sahakari,235.21636,3311.7747388,105.5558,2774.2147334,14.079695556890684,26.281973452903582,340.77216,20.180834504897135,Universal Bank
the baramati sahakari bank,0.0,0.0,0.17453,91.7021457,,525.4233982696385,0.17453,,Niche / Regional Bank
the barmer central coop bank,0.0,0.0,0.01674,10.60208186,,633.3382234169653,0.01674,,Niche / Regional Bank
the baroda city co operative bank,5.49595,85.12751061899999,4.04437,107.669195964,15.489134839108798,26.621994516822152,9.54032,21.055564677965474,Universal Bank
the bavla nagrik sahakari,4.79372,111.454007644,2.47828,119.16131031,23.250003680648845,48.08226282340979,7.272,35.66613325202932,Universal Bank
the bechraji nagarik sahakari bank,0.00077,1.3588519,0.00458,1.7140748,1764.7427272727273,374.25213973799123,0.00535,1069.4974335053594,Niche / Regional Bank
