entity name,remitter_value,beneficiary_value,remitter_share_%,beneficiary_share_%
the malad sahakari bank,26.45072246,33.5684044,6.32E-05,8.02E-05
sree charan souhardha coop bank,26.42863393,34.78827366,6.32E-05,8.31E-05
yeshwant nagari sahakari bank,26.1819922,20.40594384,6.26E-05,4.88E-05
ilkal cooperative bank,25.87367428,30.96343546,6.18E-05,7.40E-05
sri ganapathi urban co op bank,25.56281646,23.99443264,6.11E-05,5.73E-05
bhopal coop central,25.54967435,45.1115634,6.11E-05,0.000107807
abhinandan urban coop bank,25.44151724,21.75714562,6.08E-05,5.20E-05
the ajara urban coop bank ltd ajara,25.38868123,21.14046455,6.07E-05,5.05E-05
the mysore silk cloth merchants cooperative bank l,25.14054359,6.1157849,6.01E-05,1.46E-05
the nadiad peoples coop bank,25.12890358,25.5159786,6.01E-05,6.10E-05
m s,25.12121261,24.97146394,6.00E-05,5.97E-05
mogaveera coopbank ltdmgc,24.89240559,55.18857828,5.95E-05,0.000131889
indore premier coop,24.67835723,34.58240826,5.90E-05,8.26E-05
the naroda nagarik sahakari,24.66812608,28.43828932,5.90E-05,6.80E-05
shri d t patil cooperative bank ltd chikodi,24.60678402,24.26052526,5.88E-05,5.80E-05
vyapari sahakari bank maryadit solapur,24.25035122,26.75812309,5.80E-05,6.39E-05
the muncipal coopbank,24.23401104,75.09733243,5.79E-05,0.000179466
the salem dist central coop bank,24.19579312,40.22582857,5.78E-05,9.61E-05
sri gokarnanath cooperative bank,24.13481033,35.86806879,5.77E-05,8.57E-05
shriram urban cooperative bank,23.95053527,22.55706425,5.72E-05,5.39E-05
veraval peoples cooperative bank,23.68208675,16.08619058,5.66E-05,3.84E-05
vyavsayik sahkari bank,23.52696293,28.66723717,5.62E-05,6.85E-05
district cooperative bank,23.46460599,26.85820058,5.61E-05,6.42E-05
nainital district cooperative bank,23.22244428,16.50092092,5.55E-05,3.94E-05
ebix payment services private,23.18292615,3.280517571,5.54E-05,7.84E-06
marketyard commercial coop bank,23.13645135,10.17796038,5.53E-05,2.43E-05
janaseva sahakari bank borivali,23.06329469,41.7815356,5.51E-05,9.98E-05
mahila nagrik sahakari bank maryaditmahasamund,22.92057122,23.76216243,5.48E-05,5.68E-05
the godhra city cooperative bank ltd godhra,22.63345708,24.13574372,5.41E-05,5.77E-05
the veraval peoples coop bank,22.58645948,57.35935833,5.40E-05,0.000137076
the jhajjar central cooperative bank,22.51693567,1.8560423,5.38E-05,4.44E-06
the shimoga arecanut mandy merchant coop bank,22.4615703,6.0216044,5.37E-05,1.44E-05
lic employees cooperative bank ltdudupi,22.32332356,9.530373351,5.33E-05,2.28E-05
teachers co operative bank,22.14287785,22.21248053,5.29E-05,5.31E-05
coastal local area bank,21.92372323,18.87159099,5.24E-05,4.51E-05
progressive mercatile coop bank,21.75274106,17.53359594,5.20E-05,4.19E-05
the malappuram district cooperative bank,21.62202514,18.1669315,5.17E-05,4.34E-05
fincare small finance bank,21.13243262,80.28491972,5.05E-05,0.000191864
pragati sahakari bank,21.09747251,25.72445001,5.04E-05,6.15E-05
shmshri mahalaxmi coop bank,21.0818084,23.5454925,5.04E-05,5.63E-05
the assam coop apex bank,21.05907586,34.35128249,5.03E-05,8.21E-05
the bagalkot district central co operative bank lt,20.83145677,11.17884013,4.98E-05,2.67E-05
vasundhara mahila nagari sahakari bank ltd beed,20.76594197,35.37417098,4.96E-05,8.45E-05
jijau commercial co op bank ltd amravati,20.73632518,22.97216938,4.96E-05,5.49E-05
shri shiveshwar nagari sahakari bank ltd basmath,20.6165109,25.527129,4.93E-05,6.10E-05
the dahod mercantile co operative bank,20.31151668,10.29259636,4.85E-05,2.46E-05
aman sahakari bank,20.19817439,22.39109613,4.83E-05,5.35E-05
nyayamitra sahakari bank niyamita,20.16923017,22.4903999,4.82E-05,5.37E-05
textile coop bank,20.15118747,23.16438758,4.82E-05,5.54E-05
sree thyagaraja cooperative bank,20.14716612,15.7599551,4.81E-05,3.77E-05
the national coopbank,19.92414333,32.39428383,4.76E-05,7.74E-05
ace cooperative bank,19.89235171,8.325006495,4.75E-05,1.99E-05
khattri cooperative urban bank ltdkhb,19.86775239,37.80979386,4.75E-05,9.04E-05
priyadarshani nagari sahakari bank,19.82636719,20.84848816,4.74E-05,4.98E-05
the davangere urban co operative bank,19.79862989,23.5266986,4.73E-05,5.62E-05
credit agricole corporate and investment,19.54736477,3.184645444,4.67E-05,7.61E-06
shree vardhaman sahakari bank,19.32597512,33.55602363,4.62E-05,8.02E-05
the vaidynath urco op bank,19.29375559,29.49201015,4.61E-05,7.05E-05
the chandwad merchants cooperative bank,19.05096465,32.53444369,4.55E-05,7.78E-05
wardhaman urban coop bank nagpur,18.999033,27.48682396,4.54E-05,6.57E-05
shree thyagaraja,18.7510664,16.2515926,4.48E-05,3.88E-05
zila sahakari bank ltd meerut,18.64603995,17.27611974,4.46E-05,4.13E-05
ambajogai peoples co op bank,18.46426856,25.9438065,4.41E-05,6.20E-05
belgaum dccb,18.40200318,26.64718795,4.40E-05,6.37E-05
integral urban coop bank,18.3824548,27.3055852,4.39E-05,6.53E-05
jamia coop bank,18.36395406,21.76576528,4.39E-05,5.20E-05
kodagu district cooperative central bank,18.24976186,14.63144201,4.36E-05,3.50E-05
the rajasthan state coop bank,18.20415301,29.79285996,4.35E-05,7.12E-05
the utkal grameen,18.17715419,21.95094764,4.34E-05,5.25E-05
umiya urban coop bank nagpur,18.16452404,26.41478755,4.34E-05,6.31E-05
balitikuri cooperative bank,18.11434087,20.31790505,4.33E-05,4.86E-05
hadagali urban cooperative bank limited hadagali,17.99497122,16.04280934,4.30E-05,3.83E-05
dr panjabrao deshmukh urban cooperative bank,17.85479628,18.32140916,4.27E-05,4.38E-05
the ap rajarajeswari mahila co op urban bank,17.84141456,16.56309304,4.26E-05,3.96E-05
payu payments private,17.81031307,2.304963102,4.26E-05,5.51E-06
adinath coop bank,17.71591468,24.01112251,4.23E-05,5.74E-05
jankalyan cooperative bank,17.5238803,16.60073714,4.19E-05,3.97E-05
nandurbar merchants co op bank ltdnandurbar,17.4658912,44.58069224,4.17E-05,0.000106538
bhingar urban co op bank,17.43819482,17.20077852,4.17E-05,4.11E-05
the excellent coopbank,17.33641673,20.12549817,4.14E-05,4.81E-05
sri rama,17.31542889,24.11555791,4.14E-05,5.76E-05
shiva sahakari bank niyamita,17.18968277,11.27427719,4.11E-05,2.69E-05
indore cloth market co operative bank,17.109371,31.20187975,4.09E-05,7.46E-05
the nizammabad dist co op central bank,17.02304497,4.323976564,4.07E-05,1.03E-05
mugberia central cooperative bank,17.0056138,15.0021883,4.06E-05,3.59E-05
jivan commlcoop bank,16.9557629,26.1742736,4.05E-05,6.26E-05
makarpura industrial coop bank,16.95157859,18.87406084,4.05E-05,4.51E-05
vyaparik audhyogik sahakari,16.90674848,13.2035129,4.04E-05,3.16E-05
shree patneshwar urban cooperative bank,16.63867653,19.18240174,3.98E-05,4.58E-05
the baghat urban coop bank,16.57113591,15.52624038,3.96E-05,3.71E-05
vyavsayik sahakari,16.52524567,21.84336629,3.95E-05,5.22E-05
koilkuntla cooperative bank,16.49061715,21.138335,3.94E-05,5.05E-05
krishna sahakari bank ltd rethare bk,16.47162354,9.3146115,3.94E-05,2.23E-05
vaish coop new bank ltd vnb,16.28935041,13.37240569,3.89E-05,3.20E-05
betul nagrik sahakari bank mydt,16.21113839,17.75923059,3.87E-05,4.24E-05
the merchants liberal cooperative bank ltd gadag,16.14976378,20.02234816,3.86E-05,4.78E-05
mahatma fule district urban coop bank,16.10281028,11.0109581,3.85E-05,2.63E-05
the sirsi urban cooperative bank,16.05040412,25.97287013,3.84E-05,6.21E-05
the vijayapura district central cooperative bank l,15.96812934,9.917429281,3.82E-05,2.37E-05
the jammu and kashmir state co operative bank,15.64357876,17.15638268,3.74E-05,4.10E-05
the uttar bihar gramin,15.59699536,21.05715026,3.73E-05,5.03E-05
shri laxmikrupa urban co operative bank ltd pune,15.54987483,15.37477185,3.72E-05,3.67E-05
shankar nagari sahakari bank ltd nanded,15.4955482,11.34373282,3.70E-05,2.71E-05
brahmadeodada mane sah bk,15.33408148,10.00386932,3.66E-05,2.39E-05
lokmangal coop bank,15.29333596,11.15207326,3.65E-05,2.67E-05
the rayat sevak coop bank ltd satara,15.19960554,12.6634727,3.63E-05,3.03E-05
pune merchants coop bank,15.17511655,19.75607596,3.63E-05,4.72E-05
the jalandhar central,15.16823161,10.54449917,3.62E-05,2.52E-05
citizen urban,14.76785981,21.10154296,3.53E-05,5.04E-05
the janata cooperative bank ltdjcb,14.64790287,14.22571458,3.50E-05,3.40E-05
the modasa nagrik sahakari bank,14.64442675,20.93317788,3.50E-05,5.00E-05
bicholim urban coop,14.57223791,28.98022675,3.48E-05,6.93E-05
vyapari sahakari bank,14.46471977,15.09500099,3.46E-05,3.61E-05
the tiruchirapalli dccb,14.30669332,27.92692044,3.42E-05,6.67E-05
rajalaxmi urban coop bank,14.29639196,8.95886616,3.42E-05,2.14E-05
shree dharti coop bank,14.20115408,14.33667139,3.39E-05,3.43E-05
gandevi peoples,14.15189785,21.61444911,3.38E-05,5.17E-05
solapur siddheshwar sahakari bank,14.1385405,17.5599559,3.38E-05,4.20E-05
the mumbai mahanagarpalika shikshan vibhag sahakari bank,14.12808309,7.669492246,3.38E-05,1.83E-05
nidhi cooperative bank,13.90403011,19.24135735,3.32E-05,4.60E-05
urban cooperative bank,13.67560037,23.2420462,3.27E-05,5.55E-05
shri panchaganga nagri sah bank,13.57905083,13.18423054,3.25E-05,3.15E-05
mvishveshvaraya coop,13.44269121,16.40925763,3.21E-05,3.92E-05
prathamik shikshak sahakari bank ltdsatara,13.4123982,15.6054103,3.21E-05,3.73E-05
uttarbanga kshetriya gramin,13.38810674,29.7839181,3.20E-05,7.12E-05
the hoshiapur central coop bank,13.32066094,6.4984718,3.18E-05,1.55E-05
the sarangpur coop bank,13.30733467,26.83248498,3.18E-05,6.41E-05
the shimoga district coop central bank,13.2715445,31.7834369,3.17E-05,7.60E-05
amarnath coop bank,13.25948189,11.04611799,3.17E-05,2.64E-05
tirumala cooperative urban bankltd tcl,13.1587359,13.3382748,3.14E-05,3.19E-05
sangola urban cooperative bank,13.06313804,6.41707505,3.12E-05,1.53E-05
the malleswaram coop bank,13.04487959,5.91337475,3.12E-05,1.41E-05
nirmal urban coop bank,13.01104248,19.86313125,3.11E-05,4.75E-05
mathura zila sahkari bank,12.9827682,14.4109858,3.10E-05,3.44E-05
udham singh nagar district cooperative bank,12.83765716,10.89716301,3.07E-05,2.60E-05
the kanakamahalakshmi,12.71429119,8.286061413,3.04E-05,1.98E-05
dhule vikas shakari bank,12.50099004,9.689643894,2.99E-05,2.32E-05
bank of bahrain kuwait bsc,12.47374395,67.03753228,2.98E-05,0.000160205
punjab state co op,12.45845877,14.32432618,2.98E-05,3.42E-05
khardah cooperativebank,12.43969013,13.96294658,2.97E-05,3.34E-05
gandhibagh sahakari bank,12.38174362,18.88448009,2.96E-05,4.51E-05
baroda city coop bank,12.34588788,19.25080507,2.95E-05,4.60E-05
the tumkur district co operative central bank,12.28861968,12.49092565,2.94E-05,2.99E-05
shri durgadevi mahila sahakari bank niyamith,12.20647442,9.341653491,2.92E-05,2.23E-05
the karimnagar dist coop central,12.07346254,10.3871283,2.89E-05,2.48E-05
gautam sahakari bank,11.8999706,10.1566827,2.84E-05,2.43E-05
the rayat sevak,11.8591104,8.0271937,2.83E-05,1.92E-05
peoples coop bank ltd dholka,11.78376143,16.45070111,2.82E-05,3.93E-05
the orissa state cooperative bank,11.71144992,13.57774913,2.80E-05,3.24E-05
the alwar central cooperative bank,11.6645095,13.04441296,2.79E-05,3.12E-05
the new urban cooperative bank,11.46603655,30.78086365,2.74E-05,7.36E-05
sharad nagari sahakari,11.4131172,13.2451359,2.73E-05,3.17E-05
grain merchants coop,11.39907854,25.68789562,2.72E-05,6.14E-05
shri shiddeshwar co operative bank,11.3778215,9.349575292,2.72E-05,2.23E-05
the harij nagarik sahakari bank ltd harij,11.37131905,1.7612737,2.72E-05,4.21E-06
shrikrishna co operative bank,11.3436463,12.86445831,2.71E-05,3.07E-05
indrayani cooperative bank ltd pimpri,11.3343765,37.07860265,2.71E-05,8.86E-05
the coimbatore dist central coop bank,11.33043107,38.98954296,2.71E-05,9.32E-05
the vallabha vidyanagar comm co op bank,11.28758491,10.4058818,2.70E-05,2.49E-05
alavi coop bank,11.08792636,14.45218958,2.65E-05,3.45E-05
the maratha cooperative bank ltd karnataka,10.96308042,11.1274325,2.62E-05,2.66E-05
the zila sahakari bank ltd haridwar,10.91684147,8.734166854,2.61E-05,2.09E-05
peoples cooperative bank ltd dholka,10.86333269,15.50825996,2.60E-05,3.71E-05
zila sahkari bank ltd moradabad,10.81303814,6.163689738,2.58E-05,1.47E-05
shri ganesh sahakri bank ltd pune,10.74838468,15.1102887,2.57E-05,3.61E-05
the mangalore catholic cooperative bank,10.68930461,9.807852937,2.55E-05,2.34E-05
the ashta peoples coop bank,10.6395117,12.19866376,2.54E-05,2.92E-05
kolhapur mahila coop bank,10.46727517,12.66585256,2.50E-05,3.03E-05
ludhiana central coop bank,10.4423068,11.6343904,2.50E-05,2.78E-05
mahanagar nagrik sah,10.33220325,14.51823927,2.47E-05,3.47E-05
nagrik sahakari,10.27917867,22.32400818,2.46E-05,5.33E-05
the hyddist central coop bank,10.2770675,9.404269159,2.46E-05,2.25E-05
andaman and nicobar state cooperative bank,10.26636479,19.37656025,2.45E-05,4.63E-05
the jalna peoples co op bank,10.09495207,6.984089955,2.41E-05,1.67E-05
bank of ceylon boc,10.09384772,12.78401947,2.41E-05,3.06E-05
pondy state coop,9.968016365,16.1599394,2.38E-05,3.86E-05
the kapurthala central co operative bank,9.913324162,6.94245045,2.37E-05,1.66E-05
jammu central coop bank,9.85206999,10.92121089,2.35E-05,2.61E-05
sree subramanyeswara co op bank,9.82144945,14.29877942,2.35E-05,3.42E-05
godavari urban coop bank,9.764372719,12.6315378,2.33E-05,3.02E-05
development co operative bank ltd kanpur,9.759772283,3.23690799,2.33E-05,7.74E-06
the central co operative bank,9.707700873,17.81909179,2.32E-05,4.26E-05
the santrampur urban co op bank,9.673922603,14.03889786,2.31E-05,3.35E-05
appasaheb birnale sahakari bank,9.63927912,5.629122742,2.30E-05,1.35E-05
district coop bank ltd sharanpur,9.496075912,9.1627667,2.27E-05,2.19E-05
zila sahkari bank ltd bulandshahr,9.473335228,38.97102177,2.26E-05,9.31E-05
integral urban cooperative bank,9.469077246,17.97370962,2.26E-05,4.30E-05
the sirsa central coop bnak,9.444811175,3.09812465,2.26E-05,7.40E-06
the vellore district central coop bank,9.434951503,17.29566244,2.25E-05,4.13E-05
urban,9.429210315,14.56277131,2.25E-05,3.48E-05
the sarangpur cooperative bank,9.406440023,13.024873,2.25E-05,3.11E-05
the amritsar central coop bank,9.405225548,5.591829106,2.25E-05,1.34E-05
barclays bank plc,9.404026087,65.00328154,2.25E-05,0.000155344
kota nagrik sahkari bank,9.146823101,14.25791685,2.19E-05,3.41E-05
the tamilnadu industrial coop bank,9.134062802,10.32076523,2.18E-05,2.47E-05
the ambala central cooperative bank,9.126070433,15.31747,2.18E-05,3.66E-05
chitnavispura coop bank,9.045000973,18.26959861,2.16E-05,4.37E-05
hisar centralcooperative bank,9.042164884,11.81066751,2.16E-05,2.82E-05
annasaheb magar sahakari bank maryadit bhosari,9.021354014,19.07015578,2.16E-05,4.56E-05
vaishya nagari sahakari bank ltd parbhani,9.016506693,14.16205862,2.15E-05,3.38E-05
the dhanbad central coop bank,8.843822467,4.8935909,2.11E-05,1.17E-05
the pioneer urban cooperative bank ltd karnataka,8.833897133,4.325622505,2.11E-05,1.03E-05
the karnataka central cooperative bank ltd dharwad,8.8292311,2.131786422,2.11E-05,5.09E-06
sankheda nagarik saha bank,8.756801269,9.964134776,2.09E-05,2.38E-05
the faridabad central co op bank,8.7488884,2.757857,2.09E-05,6.59E-06
ellaquai dehati,8.740551494,8.433111244,2.09E-05,2.02E-05
krishna mercantile coop,8.682761162,9.385245441,2.07E-05,2.24E-05
merchants co operative bank ltd tiptur,8.6724116,9.7234537,2.07E-05,2.32E-05
the bellary district co op central bank,8.671985787,14.60699412,2.07E-05,3.49E-05
zila sahakari bank ltd bareilly,8.652298612,5.600724038,2.07E-05,1.34E-05
jhalawar nagrik sahkari bank,8.629799963,2.56240318,2.06E-05,6.12E-06
rander peoples coop,8.623054137,11.50113347,2.06E-05,2.75E-05
mahila cooperative ba,8.612082399,5.276475564,2.06E-05,1.26E-05
mehsana samaj coop bank,8.580439265,17.33766111,2.05E-05,4.14E-05
the erode dist central coop bank,8.538627728,19.99410222,2.04E-05,4.78E-05
the rander peoples coop bank,8.479998879,9.6773347,2.03E-05,2.31E-05
cg rajya sahakari bank,8.471489207,12.81349643,2.02E-05,3.06E-05
the udaipur central cooperative bank,8.385064619,16.02328049,2.00E-05,3.83E-05
dapoli urban coop bank ltd dapoli,8.361669931,6.6280605,2.00E-05,1.58E-05
liluah coop,8.174697237,7.242361008,1.95E-05,1.73E-05
the merchants souharda sahakara bank n,8.158265065,3.95753,1.95E-05,9.46E-06
the raddi sahakara bank niyamitha,8.046555782,5.57891131,1.92E-05,1.33E-05
lokvikas nagari sahakari,7.949241661,6.77540325,1.90E-05,1.62E-05
irinjalakkuda town coop bank,7.940588478,7.790556576,1.90E-05,1.86E-05
surendranagar district coop bankltd,7.890719029,11.22094098,1.89E-05,2.68E-05
delhi nagrik sah bank,7.875414731,12.0835882,1.88E-05,2.89E-05
rendal sahakari bank ltd rendal,7.836687412,6.3388451,1.87E-05,1.51E-05
the vyankateshwara sahakari bank,7.808880254,10.1713027,1.87E-05,2.43E-05
janlaxmi coop,7.801079984,7.467739643,1.86E-05,1.78E-05
reserve bank employees,7.718814974,8.915494539,1.84E-05,2.13E-05
the social coop bank,7.657886363,22.29303386,1.83E-05,5.33E-05
malda district central co operative,7.607734363,10.10834258,1.82E-05,2.42E-05
the haryana state co op apex,7.406447883,7.641896524,1.77E-05,1.83E-05
uma coop bank,7.3951561,11.11728851,1.77E-05,2.66E-05
the mansa central coop bank,7.367709822,10.49629053,1.76E-05,2.51E-05
contai,7.356293736,8.851828157,1.76E-05,2.12E-05
vidyasagar central cooperative bank,7.3205989,4.0514145,1.75E-05,9.68E-06
vijay commercial coop,7.30068186,12.96534827,1.74E-05,3.10E-05
the rewari central co operative bank,7.26067384,5.425067347,1.74E-05,1.30E-05
sanmitra mahila nagari sahakari,7.227041573,7.1217013,1.73E-05,1.70E-05
jila sahakari kendriya bank maryadit panna,7.178818552,30.43348309,1.72E-05,7.27E-05
zila sahkari bank ltd bijnor,7.153949919,8.363034786,1.71E-05,2.00E-05
the fatehabad central cooperative bank,7.064559265,1.192363454,1.69E-05,2.85E-06
apstate cooperative bank,7.0549723,4.0820955,1.69E-05,9.76E-06
anand nagari sahakari bank ltd nagpur,6.979764851,7.325553138,1.67E-05,1.75E-05
gulshan mercantile urban cooperative bank,6.961995098,7.729386618,1.66E-05,1.85E-05
chhani nagarik sahakari bank,6.952504788,7.0641424,1.66E-05,1.69E-05
the eluru cooperative urban bank,6.9377083,9.5321395,1.66E-05,2.28E-05
the villupuram district central coop bank,6.89733172,10.34709853,1.65E-05,2.47E-05
the ichalkaranji merchants coop bank,6.891973463,5.83847345,1.65E-05,1.40E-05
sahyadri sahbank,6.890161024,10.29270864,1.65E-05,2.46E-05
tehri garhwal zila sahkari bank,6.82524345,14.29604089,1.63E-05,3.42E-05
the kaithal central coop,6.785225144,3.071547451,1.62E-05,7.34E-06
shriram urban coop bank,6.705952763,12.57895279,1.60E-05,3.01E-05
the naval dockyard coop bank,6.666755427,9.774932186,1.59E-05,2.34E-05
unimoni financial service pvt,6.596030013,1.7123121,1.58E-05,4.09E-06
the umreth urban co op bank,6.564885696,5.2962173,1.57E-05,1.27E-05
jila sahakari kendriya bank mydtvidisha jvu,6.4847427,4.5526331,1.55E-05,1.09E-05
shri kanyaka nagari sahakari bank,6.4531766,45.92355701,1.54E-05,0.000109747
belgaum zilla rani channamma mahila sahakari,6.43991066,4.806456858,1.54E-05,1.15E-05
the moga central co operative bank,6.380387842,3.785865846,1.52E-05,9.05E-06
shripatrao dada sahakari bak,6.321662569,5.821591385,1.51E-05,1.39E-05
agroha cooperative urban bank,6.290878275,7.983120854,1.50E-05,1.91E-05
thanjavur central coop bank,6.269559429,8.265604985,1.50E-05,1.98E-05
thoothukudi dccb,6.241328675,13.06403951,1.49E-05,3.12E-05
the rajputana mahila urban coop bank,6.1990543,5.601227092,1.48E-05,1.34E-05
the cuddalore district central coop bank,6.078885733,13.46592321,1.45E-05,3.22E-05
jharkhand state,6.042916856,78.66160436,1.44E-05,0.000187984
hooghly district central cooperative bank,6.041728821,12.27904689,1.44E-05,2.93E-05
gadhinglaj urban coop bank,6.0232987,7.701993902,1.44E-05,1.84E-05
the bapunagar mahila coop bank,5.95049425,3.90506296,1.42E-05,9.33E-06
agra zila sahkari bank,5.897565273,10.54322755,1.41E-05,2.52E-05
suleimani coop bank,5.872658827,13.26291262,1.40E-05,3.17E-05
peoples urban coop bank,5.861842262,7.2646656,1.40E-05,1.74E-05
the lunawada peoples co op bank ltdlunawada,5.852449855,6.6899075,1.40E-05,1.60E-05
the janata co operative bank ltd godhra,5.839292394,11.8489771,1.40E-05,2.83E-05
patan cooperative bank,5.80348219,10.05323426,1.39E-05,2.40E-05
pimprichinchwad sahakari bank maryadit,5.719803745,13.50840714,1.37E-05,3.23E-05
the sangrur central coop bank,5.674167249,4.903041446,1.36E-05,1.17E-05
rajsamand urban cooperative bank,5.458232575,7.594291932,1.30E-05,1.81E-05
the chiplun urban co op bank ltdchiplun,5.442096691,6.490864317,1.30E-05,1.55E-05
the central cooperative bank ltd bikaner,5.316960049,7.2777023,1.27E-05,1.74E-05
the uttarakhand state cooperative bank,5.282207332,54.2070332,1.26E-05,0.000129543
the mysore chamarajanagar dist coop cen bank,5.26914,5.6047193,1.26E-05,1.34E-05
nileshwar cooperative urban bank ltd nib,5.1860781,6.557367,1.24E-05,1.57E-05
moti urban coop bank ltd taloda dist dhule,5.1771552,1.43075934,1.24E-05,3.42E-06
mprajya sahkari bank mydt,5.167219274,14.29836433,1.23E-05,3.42E-05
aman sahakari bank ltd ichalkaranji,5.1500009,4.6962101,1.23E-05,1.12E-05
the pachora peoples cooperative bank,5.14984133,3.869759113,1.23E-05,9.25E-06
rajapur urban coop bank ltd rajapur,5.1382483,5.199272098,1.23E-05,1.24E-05
the bharath coop,5.130786441,7.8346452,1.23E-05,1.87E-05
the sirohi central cooperative bank,5.087677281,6.542172909,1.22E-05,1.56E-05
paraspar sahakari,5.086088584,1.614400584,1.22E-05,3.86E-06
the panipat central,5.083988002,9.55776185,1.21E-05,2.28E-05
jain sahakari bank ltdjnb,4.966410369,11.72971807,1.19E-05,2.80E-05
jansewa urban coop bank,4.9451117,5.685730734,1.18E-05,1.36E-05
swatantrya senani ltkurundwad urban coop bank lt,4.930673936,3.9683545,1.18E-05,9.48E-06
the raj laxmi mahila urban cooperative bank jaipur,4.9201163,23.8968918,1.18E-05,5.71E-05
uttarkashi zila sehkari bank ltd uttarkashi,4.895667,4.952355995,1.17E-05,1.18E-05
basoda nagrik sahkari bank,4.889450395,4.4030029,1.17E-05,1.05E-05
the belgaum industrial coop,4.868147911,2.432187483,1.16E-05,5.81E-06
the payyanur co operative town bank ltd payyanur,4.8348878,8.3163022,1.16E-05,1.99E-05
the sambalpur district co op central bank,4.792074985,10.1799571,1.15E-05,2.43E-05
drappasaheburfsarepatiljaysingpurudgaonbankltd,4.76130245,5.384965697,1.14E-05,1.29E-05
rajdhani nagar sahkari bank,4.75800129,5.230319794,1.14E-05,1.25E-05
the alnavar urban cooperative bank,4.740455321,2.211980145,1.13E-05,5.29E-06
belagavi shree basaveshwar coop bank,4.717666869,3.012362752,1.13E-05,7.20E-06
gujarat mercantile coop bank,4.676960894,10.2667932,1.12E-05,2.45E-05
the chikmagalur district co op central bank,4.611939272,6.6241495,1.10E-05,1.58E-05
sindhudurg sahakari bank ltd mumbai,4.6106409,4.18597,1.10E-05,1.00E-05
the uttarsanda peoples coop bank ltd uttarsanda,4.569533356,3.89839817,1.09E-05,9.32E-06
the faridkot central co operative bank,4.5521445,2.920516894,1.09E-05,6.98E-06
the vaish coop adarsh bank,4.512706187,5.805336569,1.08E-05,1.39E-05
godavari laxmi coop bank ltd jalgaon,4.507457179,8.0854608,1.08E-05,1.93E-05
nagarik samabay bank,4.50256152,9.90783035,1.08E-05,2.37E-05
noble cooperative bank,4.477522079,6.268887995,1.07E-05,1.50E-05
the tirunelveli dist central coop,4.451419373,15.05209482,1.06E-05,3.60E-05
the taran taran central coop bank,4.417723733,3.3890996,1.06E-05,8.10E-06
commercial coop,4.373714779,9.472311594,1.05E-05,2.26E-05
ahmednagar zilla prathmik shikshak sahakari bank l,4.3717023,7.6165415,1.04E-05,1.82E-05
the virudhunagar dist central coop bank,4.355091073,7.243074729,1.04E-05,1.73E-05
the limbasi urban coop bank,4.3389264,0.428258,1.04E-05,1.02E-06
shrimant malojiraje sahakari bank ltd phaltan,4.27194994,5.071620898,1.02E-05,1.21E-05
the pali central co operative,4.25483577,10.12019264,1.02E-05,2.42E-05
the bhiwani central coop bank,4.228751332,3.110662365,1.01E-05,7.43E-06
the kanyakumari district central coop bank,4.217595096,14.49496875,1.01E-05,3.46E-05
the rajajinagar cooperative bank,4.1609532,5.244472,9.94E-06,1.25E-05
vidyasagar central co operative bank ltd midnapore,4.144472952,6.1485131,9.90E-06,1.47E-05
pithoragarh zila sahkari bank,4.123860301,21.25011028,9.86E-06,5.08E-05
navsarjan industrial coop bank,4.11911087,3.887474557,9.84E-06,9.29E-06
the bihar state cooperative bank,4.088700668,6.655384345,9.77E-06,1.59E-05
the imphal urban co opeerative bank,4.084612841,2.64692487,9.76E-06,6.33E-06
dindigul central coop bank,4.051379161,10.59246437,9.68E-06,2.53E-05
the citizens coop bank ltd jammu,4.04712831,12.15062079,9.67E-06,2.90E-05
the kapadwanj peoples co op bank ltdkapadwanj,4.037417835,0.8674276,9.65E-06,2.07E-06
shramik nagrik sahkari bank,3.993792771,6.060291695,9.54E-06,1.45E-05
nashik zilha sarkari and parishad karmachari,3.9724599,0.7659268,9.49E-06,1.83E-06
the ramanathapuram dist central coop bank,3.942649436,6.628791582,9.42E-06,1.58E-05
zila sahkari bank ltd kotdwara,3.925281622,12.6544675,9.38E-06,3.02E-05
the nagaland state,3.905777747,2.8339899,9.33E-06,6.77E-06
raipur urban mer coop,3.9021113,4.323043027,9.33E-06,1.03E-05
the waghodia urban coop bank,3.87834814,4.473404,9.27E-06,1.07E-05
murshidabad district central cooperative bank,3.854612797,4.3912817,9.21E-06,1.05E-05
shree bhav nag sah,3.849301224,6.169472015,9.20E-06,1.47E-05
the gozaria nagrik sahakari bank,3.800435208,4.5411337,9.08E-06,1.09E-05
jivaji sahakari bank ltd ichalkaranji,3.767355183,3.1369984,9.00E-06,7.50E-06
laxmi mahila nagrik sahakari,3.752352786,5.8042377,8.97E-06,1.39E-05
the prathamik shikshak sahakari bank ltdkolhapur,3.7232711,2.389257276,8.90E-06,5.71E-06
pandharpur merchants co operative bank,3.720605309,4.15914163,8.89E-06,9.94E-06
the balasore bhadrak central coop bank,3.701153423,1.663826,8.84E-06,3.98E-06
maninagar coop bank ltdahmedabad,3.68275132,5.7775044,8.80E-06,1.38E-05
mamasaheb pawar satyavijay coop bank kundai,3.68028015,6.80313795,8.80E-06,1.63E-05
chamoli zila sahakari bank,3.651372616,13.4138135,8.73E-06,3.21E-05
the dhule and nandurbar district central coop,3.621015756,2.9338308,8.65E-06,7.01E-06
